caractériser (verb) ||| to characterize	['caractériser', 'caractérisant', 'caractérisé', 'caractérisée', 'caractérisés', 'caractérisées']	0 French, verb, caractériser, infinitif, participe présent, participe passé
caractériser (verb) ||| to characterize	['caractérise', 'caractérises', 'caractérisons', 'caractérisez', 'caractérisent']	1 French, verb, caractériser, présent indicatif
caractériser (verb) ||| to characterize	['caractérisais', 'caractérisait', 'caractérisions', 'caractérisiez', 'caractérisaient']	2 French, verb, caractériser, imparfait indicatif
caractériser (verb) ||| to characterize	['caractérise', 'caractérisons', 'caractérisez']	3 French, verb, caractériser, impératif
caractériser (verb) ||| to characterize	['caractériserai', 'caractériseras', 'caractérisera', 'caractériserons', 'caractériserez', 'caractériseront']	4 French, verb, caractériser, futur simple
caractériser (verb) ||| to characterize	['caractérise', 'caractérises', 'caractérisions', 'caractérisiez', 'caractérisent']	5 French, verb, caractériser, subjonctif présent
caractériser (verb) ||| to characterize	['caractériserais', 'caractériserait', 'caractériserions', 'caractériseriez', 'caractériseraient']	6 French, verb, caractériser, conditionnel présent
caractériser (verb) ||| to characterize	['caractérisai', 'caractérisas', 'caractérisa', 'caractérisâmes', 'caractérisâtes', 'caractérisèrent']	7 French, verb, caractériser, passé simple
caractériser (verb) ||| to characterize	['caractérise', 'caractérises', 'caractérisions', 'caractérisiez']	8 French, verb, caractériser, subjonctif imparfait
centile (noun) ||| percentile	['centile', 'centiles']	9 French, noun, centile, formes de genre et de nombre
antérieur (adj) ||| previous	['antérieur', 'antérieure', 'antérieurs', 'antérieures']	10 French, adj, antérieur, formes de genre et de nombre
inscrire (verb) ||| to register	['inscrire', 'inscrivant', 'inscrit', 'inscrite', 'inscrits', 'inscrites']	11 French, verb, inscrire, infinitif, participe présent, participe passé
inscrire (verb) ||| to register	['inscris', 'inscrit', 'inscrivons', 'inscrivez', 'inscrivent']	12 French, verb, inscrire, présent indicatif
inscrire (verb) ||| to register	['inscrivais', 'inscrivait', 'inscrivions', 'inscriviez', 'inscrivaient']	13 French, verb, inscrire, imparfait indicatif
inscrire (verb) ||| to register	['inscris', 'inscrivons', 'inscrivez']	14 French, verb, inscrire, impératif
inscrire (verb) ||| to register	['inscrirai', 'inscriras', 'inscrira', 'inscrirons', 'inscrirez', 'inscriront']	15 French, verb, inscrire, futur simple
inscrire (verb) ||| to register	["j'inscrive", "t'inscrives", "s'inscrive", 'inscrivions', 'inscriviez', "s'inscrivent"]	16 French, verb, inscrire, subjonctif présent
inscrire (verb) ||| to register	['inscrirais', 'inscrirait', 'inscririons', 'inscririez', 'inscriraient']	17 French, verb, inscrire, conditionnel présent
inscrire (verb) ||| to register	['inscrivis', 'inscrivit', 'inscrivîmes', 'inscrivîtes', 'inscrivirent']	18 French, verb, inscrire, passé simple
inscrire (verb) ||| to register	['inscrive', 'inscrives', 'inscrivions', 'inscriviez', 'inscrivent']	19 French, verb, inscrire, subjonctif imparfait
bohémienne (noun) ||| bohemian	['bohémienne', 'bohémien', 'bohémiennes', 'bohémiens']	20 French, noun, bohémienne, formes de genre et de nombre
gardiennage (noun) ||| security guard	['gardiennage', 'gardiennages']	21 French, noun, gardiennage, formes de genre et de nombre
culpabilité (noun) ||| conviction	['culpabilité']	22 French, noun, culpabilité, formes de genre et de nombre
dissolution (noun) ||| abolition	['dissolution', 'dissolutions']	23 French, noun, dissolution, formes de genre et de nombre
chausser (verb) ||| to put on	['chausser', 'chaussant', 'chaussé', 'chaussée', 'chaussés', 'chaussées']	24 French, verb, chausser, infinitif, participe présent, participe passé
chausser (verb) ||| to put on	['chausse', 'chausses', 'chaussons', 'chaussez', 'chaussent']	25 French, verb, chausser, présent indicatif
chausser (verb) ||| to put on	['chausser', 'chausseries', 'chausserait', 'chausserions', 'chausseriez', 'chausseraient']	26 French, verb, chausser, imparfait indicatif
